Master Catalog,Identifier,Parent Identifier,Name US,URL keyword,Page title,Meta description,Facet Ordered List,Delete
FALSE,Ultrasonic,Flow,Ultrasonic,,Products - Ultrasonic | Emerson,Browse Ultrasonic products,Category | Brand | EMR Industry | EMR Instrument Type | EMR Technology Type | EMR Line Size | EMR Process Connection Type | EMR Output Variables | EMR Operating Temperature | EMR Operating Pressure | EMR Accuracy | EMR Approvals | EMR Certifications | EMR Power Source | EMR Finish | EMR Output Signal | EMR Input Signal | EMR Installation Type | EMR Flow Range,
FALSE,Ultrasonic-Cell-Disruptors,Laboratory-Equipment,Ultrasonic Cell Disruptors,,Products - Ultrasonic Cell Disruptors|Emerson,Browse Ultrasonic Cell Disruptors products,Category | Brand | EMR Industry | EMR Segment | EMR Output Power,
FALSE,Ultrasonic-Gas-Leak-Detection,Flame-Gas-Detection,Ultrasonic Gas Leak Detection,,Products - Ultrasonic Gas Leak Detection | Emerson,Browse Ultrasonic Gas Leak Detection products,Category | Brand | EMR Industry,
FALSE,Ultrasonic-Generators-Tanks-Immersibles,Ultrasonic-Cleaning,"Ultrasonic Generators, Tanks, and  Immersibles",,"Products - Ultrasonic Generators, Tanks, and  Immersibles|Emerson","Browse Ultrasonic Generators, Tanks, and  Immersibles products",Category | Brand | EMR Industry | EMR Segment | EMR Cleaning Process | EMR Frequency | EMR Output Power,
FALSE,Vapor-De-Greasers,Ultrasonic-Cleaning,Vapor De Greasers,,Products - Vapor De Greasers|Emerson,Browse Vapor De Greasers products,Category | Brand | EMR Industry | EMR Segment | EMR Cleaning Process | EMR Tank Capacity,
FALSE,Visual-Signal-Lighting,Lighting,Visual Signal Lighting,,Products - Visual Signal Lighting|Emerson,Browse Visual Signal Lighting products,Category | EMR Area Classification | EMR Certifications | EMR Lamp Type | EMR Wattage | EMR Lumens | EMR Industry,
FALSE,Vortex,Flow,Vortex,,Products - Vortex | Emerson,Browse Vortex products,Category | Brand | EMR Industry | EMR Instrument Type | EMR Technology Type | EMR Body Design | EMR Line Size | EMR Process Connection Type | EMR Output Variables | EMR Operating Temperature | EMR Operating Pressure | EMR Accuracy | EMR Approvals | EMR Certifications | EMR Output Signal | EMR Flow Range | EMR User Interface,
FALSE,Watercut,Flow,Watercut,,Products - Watercut | Emerson,Browse Watercut products,Category | Brand | EMR Industry | EMR Instrument Type | EMR Technology Type | EMR Fluid State | EMR Output Variables | EMR Operating Temperature | EMR Operating Pressure | EMR Accuracy | EMR Approvals | EMR Certifications | EMR Standards | EMR Power Source | EMR Output Signal | EMR Input Signal | EMR Installation Type | EMR User Interface | EMR Flow Range,
FALSE,Wire-Splicing,Ultrasonic-Metal-Welding,Wire Splicing,,Products - Wire Splicing|Emerson,Browse Wire Splicing products,Category | Brand | EMR Industry | EMR Segment | EMR Frequency | EMR Output Power,
FALSE,Wireless-Sensors,Sensing-Solutions,Wireless Sensors,,,,Category | EMR Product Family | EMR Platform | Brand | EMR Industry | EMR Measurement Type | EMR Sensor Type | EMR Technology Type,
FALSE,Drive-Isolation-Protection,Power-Protection,Drive Isolation Protection,,Products - Drive Isolation Protection|Emerson,Browse Drive Isolation Protection products,Category | EMR Area Classification | EMR Certifications | EMR Primary Voltage | EMR Secondary Voltage | EMR KVA Rating | EMR Hertz | EMR Temperature Rise,
FALSE,Hazardous-Conduit-Bodies-Boxes,Hazardous-Location-Fittings,Hazardous Location Conduit Bodies and Boxes,hazardous-conduit-bodies-boxes,Products - Hazardous Location Conduit Bodies and Boxes|Emerson,Browse Hazardous Location Conduit Bodies and Boxes products,Category | EMR Area Classification | EMR Certifications | EMR Product Type | EMR Conduit Hub Size | EMR Material | Brand | EMR Industry,
FALSE,Hazardous-Location-Cable-Glands,Hazardous-Location-Fittings,Hazardous Location Cable Glands,hazardous-location-cable-glands,Products - Hazardous Location Cable Glands|Emerson,Browse Hazardous Location Cable Glands products,Category | EMR Area Classification | EMR Certifications | EMR Product Type | EMR Cable Entry Size | EMR Material | EMR Finish | Brand | EMR Industry,
FALSE,Hazardous-Location-Conduit-Fittings,Hazardous-Location-Fittings,Hazardous Location Conduit Fittings,hazardous-location-conduit-fittings,Products - Hazardous Location Conduit Fittings|Emerson,Browse Hazardous Location Conduit Fittings products,Category | EMR Area Classification | EMR Certifications | EMR Product Type | EMR Conduit Hub Size | EMR Material | Brand | EMR Industry,
FALSE,Hazardous-Location-Drain-and-Breathers,Hazardous-Location-Fittings,Hazardous Location Drain and Breathers,hazardous-location-drain-breathers,Products - Hazardous Location Drain and Breathers|Emerson,Browse Hazardous Location Drain and Breathers products,Category | EMR Area Classification | EMR Certifications | Brand | EMR Industry,
FALSE,Hazardous-Location-Sealing-Fittings,Hazardous-Location-Fittings,Hazardous Location Sealing Fittings,hazardous-location-sealing-fittings,Products - Hazardous Location Sealing Fittings|Emerson,Browse Hazardous Location Sealing Fittings products,Category | EMR Area Classification | EMR Certifications | EMR Product Type | EMR Conduit Hub Size | EMR Material | EMR Finish | Brand | EMR Industry,
FALSE,Industrial-Cable-and-Cord-Fittings,Industrial-Fittings,Industrial Cable and Cord Fittings,industrial-cable-cord-fittings,Products - Industrial Cable and Cord Fittings|Emerson,Browse Industrial Cable and Cord Fittings products,Category | EMR Area Classification | EMR Certifications | EMR Product Type | EMR Cable Entry Size | EMR Material | EMR Finish | Brand | EMR Industry,
FALSE,Industrial-Conduit-Bodies-Boxes,Industrial-Fittings,Industrial Conduit Bodies and Boxes,industrial-conduit-bodies-boxes,Products - Industrial Conduit Bodies and Boxes|Emerson,Browse Industrial Conduit Bodies and Boxes products,Category | EMR Area Classification | EMR Certifications | EMR Product Type | EMR Conduit Hub Size | EMR Material | Brand | EMR Industry,
FALSE,Industrial-Conduit-Fittings,Industrial-Fittings,Industrial Conduit Fittings,industrial-conduit-fittings,Products - Industrial Conduit Fittings|Emerson,Browse Industrial Conduit Fittings products,Category | EMR Area Classification | EMR Certifications | EMR Product Type | EMR Conduit Hub Size | EMR Material | Brand | EMR Industry,
FALSE,Industrial-Thread-Lubricants,Industrial-Fittings,Industrial Thread Lubricants,industrial-thread-lubricants,Products - Industrial Thread Lubricants|Emerson,Browse Industrial Thread Lubricants products,Category | EMR Area Classification | EMR Certifications | Brand | EMR Industry,
FALSE,Surge-Protection-Active-Tracking-Filtering,Power-Protection,Surge Protection Active Tracking Filtering,,Products - Surge Protection Active Tracking Filtering|Emerson,Browse Surge Protection Active Tracking Filtering products,Category | EMR Area Classification | EMR Certifications | EMR Product Type | EMR Input Voltage Range,
FALSE,Uninterruptible-Power-Systems,Power-Protection,Uninterruptible Power Systems,,Products - Uninterruptible Power Systems|Emerson,Browse Uninterruptible Power Systems products,Category | EMR Area Classification | EMR Certifications | EMR Product Type | EMR Input Voltage Range | EMR Output Voltage Range | EMR Nominal Voltage Range | EMR Power Range | EMR Hertz | EMR Operating Temperature | EMR Recharge Time,
